pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,con_ppc_,con_ppc_sex,con_ppc_race,lab_ppc_,lab_ppc_sex,lab_ppc_race,ld_ppc_,ld_ppc_sex,ld_ppc_race,ukip_ppc_,ukip_ppc_sex,ukip_ppc_race,snp_ppc_,snp_ppc_sex,snp_ppc_race,pc_ppc_,pc_ppc_sex,pc_ppc_race,green_ppc_,green_ppc_sex,green_ppc_race,con_long_spend_percent,con_short_spend_percent,lab_long_spend_percent,lab_short_spend_percent,ldlong_spend_percent,ldshort_spend_percent,snplong_spend_percent,snpshort_spend_percent,pclong_spend_percent,pcshort_spend_percent,ukiplong_spend_percent,ukipshort_spend_percent,green_long_spend_percent,green_short_spend_percent
142,E14000631,Chesham and Amersham,31.87,1,1,England,South East,County,Conservative,59.05177318,12.72899678,9.029015741,NA,NA,13.68860231,5.501611986,NA,45.36317087,72.68391525,31138,6712,4761,NA,NA,7218,2901,NA,52730,249,72547,NA,-1.318226816,7.118996776,-19.47098426,NA,NA,9.628602314,4.041611986,Conservative,60.37,5.61,28.5,NA,NA,4.06,1.46,NA,31.9,74.6,31658,2942,14948,NA,NA,2129,767,NA,52444,70333,"Gillan, Cheryl",Woman,White,"Davies, Benjamin Thomas",Man,White,"Johnson, Kirsten Renee",Woman,White,"Stevens, Alan",Man,White,NA,NA,NA,NA,NA,NA,"Walker, Gill",Woman,White,0.8,43.54,1.26,14.04,2.15,0,NA,NA,NA,NA,0,5.95,0,3.74
143,E14000640,City of Chester,5.52,1,1,England,North West,County,Labour,43.0503704,43.23214949,5.609741796,NA,NA,8.107738316,NA,NA,0.18177909,68.68631268,22025,22118,2870,NA,NA,4148,NA,NA,51161,228,74485,Labour gain from Conservative,2.450370399,8.152149489,-13.4802582,NA,NA,5.487738316,NA,Conservative,40.6,35.08,19.09,NA,NA,2.62,1.14,NA,5.5,67.9,18995,16412,8930,NA,NA,1225,535,NA,46790,68551,"Mosley, Stephen James",Man,White,"Matheson, Chris",Man,White,"Thompson, Robert",Man,White,"Ingram, Stephen Leslie",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.33,95.22,33.3,76.89,0.9,37.53,NA,NA,NA,NA,0,21.27,0,0
144,E14000632,Chesterfield,-23.29,1,-1,England,East Midlands,Borough,Labour,18.06351087,47.90528233,13.82798955,NA,NA,16.50975487,2.967059495,0.726402879,29.84177146,63.61884817,8231,21829,6301,NA,NA,7523,1352,NA,45567,179,71625,NA,2.323510874,8.875282332,-24.00201045,NA,NA,13.38975487,1.657059495,Labour,15.74,39.03,37.83,NA,NA,3.12,1.31,NA,1.2,63.8,7214,17891,17342,NA,NA,1432,600,NA,45839,71878,"Vivis, Mark Richard Agner",Man,White,"Perkins, Toby",Man,White,"Cambridge, Julia Dawn",Woman,White,"Yeowart, Stuart David",Man,White,NA,NA,NA,NA,NA,NA,"Genn, Matthew James",Man,White,0,24.28,47.83,88.62,0.69,29.02,NA,NA,NA,NA,1.6,0.76,0.37,1.81
145,E14000633,Chichester,27.96,1,1,England,South East,County,Conservative,57.67164284,12.13356902,8.514324717,NA,NA,14.94600886,6.548942054,0.185512522,42.72563398,68.51527651,32953,6933,4865,NA,NA,8540,3742,NA,57139,198,83396,NA,2.331642836,1.683569016,-18.86567528,NA,NA,8.126008856,6.548942054,Conservative,55.34,10.45,27.38,NA,NA,6.82,0,NA,28,69.7,31427,5937,15550,NA,NA,3873,NA,NA,56787,81576,"Tyrie, Andrew Guy",Man,White,"Farwell, Mark",Man,White,"Smith, Andrew Robert Homan",Man,White,"Moncrieff, Andrew Malcolm",Man,White,NA,NA,NA,NA,NA,NA,"Richmond, Jasper",Man,White,3.3,53.17,0,0,0,6.98,NA,NA,NA,NA,0,44.95,0,9.58
146,E14000634,Chingford and Woodford Green,30.07,1,1,England,London,Borough,Conservative,47.93854443,28.79417405,5.478951694,NA,NA,12.88466807,4.232490184,0.671171583,19.14437038,65.69286143,20999,12613,2400,NA,NA,5644,1854,NA,43804,129,66680,NA,-4.821455575,6.104174048,-11.32104831,NA,NA,10.25466807,2.722490184,Conservative,52.76,22.69,16.8,NA,NA,2.63,1.51,2.99,30.1,66.5,22743,9780,7242,NA,NA,1133,650,1288,43106,64831,"Duncan Smith, Iain",Man,White,"Mahmood, Bilal",Man,BME,"Crook, Anne Marjorie",Woman,White,"Vachha, Freddy",Man,BME,NA,NA,NA,NA,NA,NA,"Tully, Rebecca Siobhan",Woman,White,23.62,75.58,1.62,12.75,1.64,7.34,NA,NA,NA,NA,4.14,21.4,0,5.32
147,E14000635,Chippenham,-4.72,1,-1,England,South West,County,Conservative,47.56438717,8.231811865,29.37895934,NA,NA,10.6195968,4.205244825,NA,18.18542783,74.65439651,26354,4561,16278,NA,NA,5884,2330,NA,55407,100,74218,Conservative gain from Liberal Democrat,6.524387171,1.321811865,-16.38104066,NA,NA,7.219596802,3.355244825,Liberal Democrat,41.04,6.91,45.76,NA,NA,3.4,0.85,1.22,4.7,72.7,21500,3620,23970,NA,NA,1783,446,641,52385,72106,"Donelan, Michelle",Woman,White,"Newman, Andy",Man,White,"Hames, Duncan James",Man,White,"Reid, Julia",Woman,White,NA,NA,NA,NA,NA,NA,"Johnston, Tina Marie",Woman,White,96.44,93.19,0,7.33,95.59,98.43,NA,NA,NA,NA,9.04,48.11,1.46,1.32
148,E14000636,Chipping Barnet,23.57,1,1,England,London,Borough,Conservative,48.5899685,34.14822779,4.491351178,NA,NA,7.830154868,4.71771075,0.222586913,14.44174071,68.13397252,25759,18103,2381,NA,NA,4151,2501,NA,53013,139,77807,NA,-0.220031502,8.908227793,-15.66864882,NA,NA,4.980154868,2.69771075,Conservative,48.81,25.24,20.16,NA,NA,2.85,2.02,NA,23.6,65,24700,12773,10202,NA,NA,1442,1021,NA,50608,75120,"Villiers, Theresa",Woman,White,"Trevethan, Amy",Woman,White,"Ray, Marisha",Woman,BME,"Kaye, Victor",Man,White,NA,NA,NA,NA,NA,NA,"Poppy, A M",Woman,White,17.29,92.95,13.46,30.29,0,6.73,NA,NA,NA,NA,0,5.23,1.58,0
150,E14000638,Christchurch,31.19,1,1,England,South West,County,Conservative,58.11455127,9.545939204,6.564467781,NA,NA,21.451707,4.323334742,NA,36.66284427,71.72416778,28887,4745,3263,NA,NA,10663,2149,NA,49707,233,69303,NA,1.67455127,-0.264060796,-18.68553222,NA,NA,12.951707,4.323334742,Conservative,56.44,9.81,25.25,NA,NA,8.5,0,NA,31.2,71.8,27888,4849,12478,NA,NA,4201,NA,NA,49416,68859,"Chope, Christopher Robert",Man,White,"Satherley, Andrew William",Man,White,"Canning, Andy",Man,White,"Grey, Robin Francis",Man,White,NA,NA,NA,NA,NA,NA,"Dunn, Shona Margaret",Woman,White,16.05,76.58,2.85,1.72,0,5.09,NA,NA,NA,NA,31.46,78.17,0,2.08
151,E14000639,Cities of London and Westminster,29.99,1,1,England,London,Borough,Conservative,54.08318364,27.35663949,6.966975266,NA,NA,5.234213072,5.39726406,0.961724471,26.72654415,59.32745278,19570,9899,2521,NA,NA,1894,1953,NA,36185,167,60992,NA,1.92318364,5.186639492,-13.54302473,NA,NA,3.434213072,3.28726406,Conservative,52.16,22.17,20.51,NA,NA,1.8,2.11,NA,30,55.5,19264,8188,7574,NA,NA,664,778,NA,36931,66789,"Field, Mark Christopher",Man,White,"Slingsby, Nick",Man,White,"Brooks-Gordon, Belinda Margaret",Woman,White,"Stephenson, Robert",Man,White,NA,NA,NA,NA,NA,NA,"Small, Hugh",Man,White,38.79,96.7,2.6,17.22,0,12.5,NA,NA,NA,NA,0.48,11.47,0.06,17.61
152,E14000642,Clacton,27.99,1,1,England,East of England,County,UKIP,36.65709051,14.39591015,1.836813174,NA,NA,44.4318773,2.678308865,NA,7.774786798,64.12759661,16205,6364,812,NA,NA,19642,1184,NA,44207,168,68936,UKIP gain from Conservative,-16.37290949,-10.64408985,-11.09318683,NA,NA,44.4318773,1.438308865,Conservative,53.03,25.04,12.93,NA,NA,0,1.24,4.58,28,64.2,22867,10799,5577,NA,NA,NA,535,1975,43123,67194,"Watling, Giles Francis",Man,White,"Young, Tim",Man,White,"Grace, David Ouberton",Man,White,"Carswell, John Douglas Wilson",Man,White,NA,NA,NA,NA,NA,NA,"Southall, Chris",Man,White,57.17,65.86,0,27.29,0,5.45,NA,NA,NA,NA,92.15,93.95,0,3.97
153,E14000643,Cleethorpes,9.56,1,1,England,Yorkshire and The Humber,County,Conservative,46.63221628,29.12683803,2.985207035,NA,NA,18.53223624,2.246667702,0.476834705,17.50537825,63.49847904,21026,13133,1346,NA,NA,8356,1013,NA,45089,132,71008,NA,4.512216283,-3.433161969,-15.23479297,NA,NA,11.43223624,2.246667702,Conservative,42.12,32.56,18.22,NA,NA,7.1,0,NA,9.6,64,18939,14641,8192,NA,NA,3194,NA,NA,44966,70273,"Vickers, Martin John",Man,White,"Keith, Peter John",Man,White,"Horobin, Roy",Man,White,"Harness, Stephen",Man,White,NA,NA,NA,NA,NA,NA,"Thornton, Carol Ann",Woman,White,25.02,78.51,17.76,62.25,0.45,9.74,NA,NA,NA,NA,33.52,0.76,1.4,0.66
157,E14000644,Colchester,-15.13,1,-1,England,East of England,Borough,Conservative,38.93359126,16.15870599,27.46074537,NA,NA,12.07992921,5.142716029,0.224312144,11.47284588,65.4856881,18919,7852,13344,NA,NA,5870,2499,NA,48593,117,74204,Conservative gain from Liberal Democrat,6.053591258,3.848705986,-20.54925463,NA,NA,9.149929208,3.642716029,Liberal Democrat,32.88,12.31,48.01,NA,NA,2.93,1.5,1.53,15.1,62.3,15169,5680,22151,NA,NA,1350,694,705,46139,74063,"Quince, Will",Man,White,"Newell, Jordan Alexander",Man,White,"Russell, Bob (Sir)",Man,White,"Pitts, John",Man,White,NA,NA,NA,NA,NA,NA,"Goacher, Mark George",Man,White,69.69,94.74,2.36,3.85,95.8,107.43,NA,NA,NA,NA,1.88,0,0,0
158,E14000645,Colne Valley,8.74,1,1,England,Yorkshire and The Humber,County,Conservative,44.4471831,34.97887324,5.998239437,NA,NA,10.09507042,3.378521127,1.102112676,9.468309859,68.835135,25246,19868,3407,NA,NA,5734,1919,NA,56800,153,82516,NA,7.487183099,8.598873239,-22.22176056,NA,NA,7.995070423,1.808521127,Conservative,36.96,26.38,28.22,NA,NA,2.1,1.57,3.42,8.8,69.1,20440,14589,15603,NA,NA,1163,867,1893,55296,80060,"McCartney, Jason Alexander",Man,White,"East, Jane",Woman,White,"Burke, Cahal",Man,White,"Roberts, Melanie",Woman,White,NA,NA,NA,NA,NA,NA,"Ball, Chas",Man,White,41.09,70.21,24.63,81.9,1.96,14.48,NA,NA,NA,NA,1.39,3.52,0,11.6
159,E14000646,Congleton,13.91,1,1,England,North West,County,Conservative,53.28782172,20.38410232,9.068973635,NA,NA,13.57893911,3.680163214,NA,32.9037194,70.30881481,27164,10391,4623,NA,NA,6922,1876,NA,50976,166,72503,NA,7.49782172,3.154102323,-22.81102637,NA,NA,9.348939109,3.680163214,Conservative,45.79,17.23,31.88,NA,NA,4.23,0,NA,13.9,68.9,23250,8747,16187,NA,NA,2147,NA,NA,50780,73692,"Bruce, Fiona Claire",Woman,White,"Price, Darren Anthony",Man,White,"Hirst, Peter John",Man,White,"Slaughter, Lee William",Man,White,NA,NA,NA,NA,NA,NA,"Heath, Alec",Man,White,21.87,17.87,2.48,35.36,23.84,69.84,NA,NA,NA,NA,0.8,5.46,0,0
160,E14000647,Copeland,-8.96,1,-1,England,North West,County,Labour,35.79521082,42.26489364,3.451843254,NA,NA,15.51310843,2.974943857,NA,6.469682824,63.83139788,14186,16750,1368,NA,NA,6148,1179,NA,39631,151,62087,NA,-1.28478918,-3.775106356,-6.748156746,NA,NA,13.19310843,2.064943857,Labour,37.08,46.04,10.2,NA,NA,2.32,0.91,3.44,9,67.6,15866,19699,4365,NA,NA,994,389,1474,42787,63287,"Haraldsen, Stephen",Man,White,"Reed, Jamie",Man,White,"Gallagher, Danny",Man,White,"Pye, Michael",Man,White,NA,NA,NA,NA,NA,NA,"Todd, Allan Franciscus",Man,White,2.22,12.54,4.38,48.71,3.04,1.44,NA,NA,NA,NA,69.12,13.66,1.95,0
161,E14000648,Corby,3.5,1,1,England,East Midlands,County,Conservative,42.76533628,38.47153487,2.595506818,NA,NA,13.72165059,2.445971446,NA,4.293801403,70.41554372,24023,21611,1458,NA,NA,7708,1374,NA,56174,132,79775,NA,0.565336277,-0.228465126,-11.84449318,NA,NA,13.72165059,2.445971446,Conservative,42.2,38.7,14.44,NA,NA,0,0,4.66,3.5,69.3,22886,20991,7834,NA,NA,NA,NA,2525,54236,78024,"Pursglove, Thomas",Man,White,"Sawford, Andy",Man,White,"Harris, Peter Andrew",Man,White,"Parker, Margot",Woman,White,NA,NA,NA,NA,NA,NA,"Hornett, Jonathan",Man,White,85.66,77.42,19.72,61.89,0,8.08,NA,NA,NA,NA,0.52,15.43,0,0.39
162,E14000837,North Cornwall,-6.37,1,-1,England,South West,County,Conservative,44.95595398,5.432687325,31.23225205,NA,NA,12.68732511,4.276090787,1.415690745,13.72370194,71.80170258,21689,2621,15068,NA,NA,6121,2063,NA,48245,45,67192,Conservative gain from Liberal Democrat,3.265953985,1.222687325,-16.82774795,NA,NA,7.777325111,4.276090787,Liberal Democrat,41.69,4.21,48.06,NA,NA,4.91,0,NA,6.4,68.2,19531,1971,22512,NA,NA,2300,NA,NA,46844,68719,"Mann, Scott Leslie",Man,White,"Whitby, John",Man,White,"Rogerson, Dan",Man,White,"Lingard, Julie Christine",Woman,White,NA,NA,NA,NA,NA,NA,"Pennington, Amanda Alice",Woman,White,62.93,98.16,0,8.67,64.46,95.75,NA,NA,NA,NA,7.59,42.08,0.75,3.33
163,E14000938,South East Cornwall,6.49,1,1,England,South West,County,Conservative,50.52873381,9.291457087,16.8739356,NA,NA,15.24416809,5.382391382,2.679314032,33.65479821,71.05289077,25516,4692,8521,NA,NA,7698,2718,NA,50498,78,71071,NA,5.398733811,2.221457087,-21.7660644,NA,NA,9.034168086,3.722391382,Conservative,45.13,7.07,38.64,NA,NA,6.21,1.66,NA,6.5,68.7,22390,3507,19170,NA,NA,3083,826,NA,49617,72240,"Murray, Sheryll",Woman,White,"Lloyd, Declan John",Man,White,"Hutty, Phil",Man,White,"Monk, Bradley",Man,White,NA,NA,NA,NA,NA,NA,"Corney, Martin Charles Stewart",Man,White,18.53,80.99,0,7.32,20.03,82.37,NA,NA,NA,NA,8.68,8.91,0.92,2.24
164,E14000991,The Cotswolds,23.47,1,1,England,South West,County,Conservative,56.54966735,9.247004429,18.64930206,NA,NA,10.91993577,4.634090388,NA,37.90036529,72.38089156,32045,5240,10568,NA,NA,6188,2626,NA,56667,197,78290,NA,3.519667355,-1.482995571,-10.91069794,NA,NA,6.739935765,2.924090388,Conservative,53.03,10.73,29.56,NA,NA,4.18,1.71,NA,23.5,71.5,29075,5886,16211,NA,NA,2292,940,NA,54832,76729,"Clifton-Brown, Geoffrey Robert",Man,White,"Kang, Manjinder Singh",Man,BME,"Hodgkinson, Paul Richard",Man,White,"Harlow, Chris",Man,White,NA,NA,NA,NA,NA,NA,"Burgess, Penny",Woman,White,23.97,63.63,8.2,1.17,53.31,94.95,NA,NA,NA,NA,11.85,11.99,1.09,0.37
165,E14000649,Coventry North East,-27.14,0,0,England,West Midlands,Borough,Labour,23.08967346,52.15363122,4.752433047,NA,NA,14.86585684,2.948071322,2.190334115,29.06395776,55.96326628,9751,22025,2007,NA,NA,6278,1245,NA,42231,185,75462,NA,0.939673463,2.863631219,-11.86756695,NA,NA,11.88585684,2.948071322,Labour,22.15,49.29,16.62,NA,NA,2.98,0,4.29,27.1,59.4,9609,21384,7210,NA,NA,1291,NA,1863,43383,73035,"Lowe, Michelle Jane Maria",Woman,White,"Fletcher, Colleen Margaret",Woman,White,"Field, Russell David",Man,White,"Taggar, Avtar",Man,BME,NA,NA,NA,NA,NA,NA,"Handley, Matthew Stephen",Man,White,0,17.25,10.14,38.12,0,8.31,NA,NA,NA,NA,0,6.03,0,0.03
166,E14000650,Coventry North West,-13.51,1,-1,England,West Midlands,Borough,Labour,31.04804845,41.01357026,4.000353622,NA,NA,15.69420501,4.334084781,3.909737877,9.965521814,61.45383424,14048,18557,1810,NA,NA,7101,1961,NA,45246,172,73626,NA,1.738048446,-1.80642974,-13.91964638,NA,NA,12.91420501,3.264084781,Labour,29.31,42.82,17.92,NA,NA,2.78,1.07,3.58,13.5,63.9,13648,19936,8344,NA,NA,1295,497,1666,46560,72871,"Akhtar, Parvez",Man,BME,"Robinson, Geoffrey",Man,White,"Furse, Andrew John",Man,White,"Sehmi, Hajinder Singh",Man,BME,NA,NA,NA,NA,NA,NA,"Vesty, Laura Katherine",Woman,White,0,14.88,9.92,59.06,0.02,4.55,NA,NA,NA,NA,1.2,0,0.62,1.24
167,E14000651,Coventry South,-8.37,1,-1,England,West Midlands,Borough,Labour,34.97562873,42.27099018,4.071031374,NA,NA,13.06437218,3.933728461,1.684249067,7.29536145,62.07508843,15284,18472,1779,NA,NA,5709,1719,NA,43699,178,70397,NA,1.545628733,0.470990183,-13.95896863,NA,NA,9.214372182,2.543728461,Labour,33.43,41.8,18.03,NA,NA,3.85,1.39,NA,8.4,62.4,15352,19197,8278,NA,NA,1767,639,NA,45924,73652,"Ridley, Gary Christopher",Man,White,"Cunningham, Jim",Man,White,"Judge, Greg Paul",Man,White,"Taylor, Mark",Man,White,NA,NA,NA,NA,NA,NA,"Gallaher, Ben",Man,White,1.57,18.77,1.46,41.9,0.07,6.63,NA,NA,NA,NA,1.78,0.43,0,0.03
168,E14000652,Crawley,12.48,1,1,England,South East,Borough,Conservative,47.02162719,33.57981462,2.757981462,NA,NA,14.37487127,2.265705458,NA,13.44181256,65.66489937,22829,16303,1339,NA,NA,6979,1100,NA,48550,130,73936,NA,2.261627188,1.299814624,-11.65201854,NA,NA,11.46487127,1.005705458,Conservative,44.76,32.28,14.41,NA,NA,2.91,1.26,3.52,12.5,65.3,21264,15336,6844,NA,NA,1382,598,1672,47504,72781,"Smith, Henry Edward Millar",Man,White,"Oxlade, Chris",Man,White,"Osborne, Sarah Jane",Woman,White,"Brown, Chris",Man,White,NA,NA,NA,NA,NA,NA,"Hudson, Guy",Man,White,26.51,83.15,67.91,98.86,0,8.03,NA,NA,NA,NA,22.32,2.41,0,3.03
169,E14000653,Crewe and Nantwich,11.84,1,1,England,North West,County,Conservative,44.98356582,37.72847523,2.753727754,NA,NA,14.5342312,NA,NA,7.255090588,67.27338915,22445,18825,1374,NA,NA,7252,NA,NA,49896,213,74169,NA,-0.866434183,3.718475228,-12.23627225,NA,NA,11.7642312,NA,Conservative,45.85,34.01,14.99,NA,NA,2.77,0,2.04,11.8,66,23420,17374,7656,NA,NA,1414,NA,1043,51084,77460,"Timpson, Anthony Edward",Man,White,"Heald, Adrian Hugh",Man,White,"Wood, Roy John",Man,White,"Lee, Richard Alan",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.86,79.29,39.76,80.04,0.47,6.12,NA,NA,NA,NA,2.32,20.57,0,0
170,E14000654,Croydon Central,5.97,1,1,England,London,Borough,Conservative,42.97803215,42.66636444,2.176007253,NA,NA,9.085585841,2.746453599,0.347556714,0.311667706,67.72460375,22753,22588,1152,NA,NA,4810,1454,NA,52941,102,78171,NA,3.468032149,9.126364443,-10.99399275,NA,NA,7.085585841,1.576453599,Conservative,39.51,33.54,13.17,NA,NA,2,1.17,2.91,6,63.1,19657,16688,6553,NA,NA,997,581,1448,49667,76349,"Barwell, Gavin Laurence",Man,White,"Jones, Sarah",Woman,White,"Fearnley, James Robert",Man,White,"Staveley, Peter",Man,White,NA,NA,NA,NA,NA,NA,"Sutton, Esther Mary",Woman,White,82.11,97.35,79.68,86.97,0.12,7.35,NA,NA,NA,NA,0,4.66,0.03,5.41
171,E14000655,Croydon North,-31.9,1,-1,England,London,Borough,Labour,22.69907702,62.61537312,3.585441501,NA,NA,5.416464258,4.699002279,0.98464183,39.9162961,62.27760906,12149,33513,1919,NA,NA,2899,2515,NA,53522,188,85941,NA,-1.420922985,6.595373118,-10.3945585,NA,NA,3.696464258,2.729002279,Labour,24.12,56.02,13.98,NA,NA,1.72,1.97,NA,31.9,60.6,12466,28949,7226,NA,NA,891,1017,NA,51676,85216,"Mohan, Vidhi",Man,BME,"Reed, Steve",Man,White,"Corbin, Joanna Charmaine",Woman,White,"McKenzie, Winston Truman",Man,BME,NA,NA,NA,NA,NA,NA,"Khan, Shasha",Man,BME,10.78,35.58,9.7,51.92,0.12,8.2,NA,NA,NA,NA,2.51,6.7,0.4,4.96
172,E14000656,Croydon South,28.09,0,0,England,London,Borough,Conservative,54.49126698,24.79207097,5.974494039,NA,NA,10.51427779,3.732326033,0.495564181,29.69919601,70.37190587,31448,14308,3448,NA,NA,6068,2154,NA,57712,146,82010,NA,3.561266981,4.752070973,-16.86550596,NA,NA,6.064277793,1.992326033,Conservative,50.93,20.04,22.84,NA,NA,4.45,1.74,NA,28.1,69.3,28684,11287,12866,NA,NA,2504,981,NA,56322,81303,"Philp, Chris Ian Brian Mynott",Man,White,"Benn, Emily Sophia Wedgwood",Woman,White,"Hickson, Gill",Woman,White,"Garner, Kathleen",Woman,White,NA,NA,NA,NA,NA,NA,"Underwood, Peter",Man,White,61.85,98.26,4.48,37.3,0,8.18,NA,NA,NA,NA,2.65,14.49,0.03,4.7
175,E14000657,Dagenham and Rainham,-5.94,1,-1,England,London,Borough,Labour,24.37166086,41.41695703,1.665505226,NA,NA,29.84901278,1.87224158,0.824622532,11.56794425,62.27577827,10492,17830,717,NA,NA,12850,806,151,43050,83,69128,NA,-9.958339141,1.146957027,-6.934494774,NA,NA,26.29901278,1.20224158,Labour,34.33,40.27,8.6,NA,NA,3.55,0.67,11.2,6,63.4,15183,17813,3806,NA,NA,1569,296,4952,44232,69764,"Marson, Julie",Woman,White,"Cruddas, Jonathan",Man,White,"Capstick, Denise Margaret",Woman,White,"Harris, Peter",Man,White,NA,NA,NA,NA,NA,NA,"Simpson, Kate Elizabeth",Woman,White,0,9.7,13.05,58.1,0,6.17,NA,NA,NA,NA,3.39,77.51,1.79,0.88
176,E14000658,Darlington,-7.9,1,-1,England,North East,Borough,Labour,35.19360249,42.86964342,4.778687927,NA,NA,13.10614715,3.509880654,0.542038356,7.676040932,62.47589255,14479,17637,1966,NA,NA,5392,1444,NA,41141,163,65851,NA,3.713602489,3.489643421,-18.64131207,NA,NA,10.32614715,3.509880654,Labour,31.48,39.38,23.42,NA,NA,2.78,0,2.94,7.9,61.9,13503,16891,10046,NA,NA,1194,NA,1262,42896,68168,"Cuthbertson, Peter Malcolm",Man,White,"Chapman, Jenny",Woman,White,"Curry, Anne-Marie",Woman,White,"Hodgson, David",Man,White,NA,NA,NA,NA,NA,NA,"Cherrington, Michael",Man,White,13.81,23.96,3.87,83.25,0,33.86,NA,NA,NA,NA,4.84,10.35,0,8
177,E14000659,Dartford,21.22,1,1,England,South East,County,Conservative,48.97172727,25.42065703,2.773856309,NA,NA,19.90537602,2.525849899,0.402533481,23.55107024,69.6964459,25670,13325,1454,NA,NA,10434,1324,NA,52418,199,75209,NA,0.191727269,-2.139342974,-11.92614369,NA,NA,16.22537602,2.525849899,Conservative,48.78,27.56,14.7,NA,NA,3.68,0,NA,21.2,65.7,24428,13800,7361,NA,NA,1842,NA,NA,50080,76271,"Johnson, Gareth Alan",Man,White,"Thomson, Simon Tobias",Man,White,"Beard, Simon James",Man,White,"Jones, Elizabeth Eirwen",Woman,White,NA,NA,NA,NA,NA,NA,"Blatchford, Andy",Man,White,3.12,42.84,14.27,68.64,0,6.34,NA,NA,NA,NA,2.79,6.23,0,0.31
178,E14000660,Daventry,37.06,1,1,England,East Midlands,County,Conservative,58.17053201,18.07189916,4.478464526,NA,NA,15.79648882,3.482615484,NA,40.09863285,72.06784406,30550,9491,2352,NA,NA,8296,1829,NA,52518,137,72873,NA,1.670532008,2.291899158,-14.96153547,NA,NA,11.28648882,1.992615484,Conservative,56.5,15.78,19.44,NA,NA,4.51,1.49,NA,37.1,72.5,29252,8168,10064,NA,NA,2333,770,NA,51774,71452,"Heaton-Harris, Chris",Man,White,"Campbell, Abigail Margaret",Woman,White,"Delhoy, Callum",Man,White,"Gerard, Michael Patrick",Man,White,NA,NA,NA,NA,NA,NA,"Whiffen, Steve",Man,White,27.52,87.05,0,12.79,0.41,0,NA,NA,NA,NA,1.8,12.92,0,0.4
180,E14000661,Denton and Reddish,-26.12,1,-1,England,North West,Borough,Labour,23.65502443,50.82857217,2.474082883,NA,NA,18.67842093,3.789974406,0.573925183,27.17354774,58.48263558,9150,19661,957,NA,NA,7225,1466,NA,38681,144,66141,NA,-1.214975569,-0.161427833,-15.39591712,NA,NA,13.20842093,3.789974406,Labour,24.87,50.99,17.87,NA,NA,5.47,0,NA,26.1,58.1,9360,19191,6727,NA,NA,2060,NA,NA,37635,64758,"Hempsall, Lana Helena",Woman,White,"Gwynne, Andrew John",Man,White,"Jewell, Mark George",Man,White,"Fairfoull, Andrew",Man,White,NA,NA,NA,NA,NA,NA,"Koopman, Nick",Man,White,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0
181,E14000662,Derby North,-1.36,1,-1,England,East Midlands,Borough,Conservative,36.65660968,36.56497933,8.564085373,NA,NA,14.59827914,3.616046486,NA,0.09163035,64.11009542,16402,16361,3832,NA,NA,6532,1618,NA,44745,137,69794,Conservative gain from Labour,4.976609677,3.524979327,-19.46591463,NA,NA,12.75827914,3.616046486,Labour,31.68,33.04,28.03,NA,NA,1.84,0,4.44,1.4,63.1,14283,14896,12638,NA,NA,829,NA,2000,45080,71474,"Solloway, Amanda Jane",Woman,White,"Williamson, Chris",Man,White,"Care, Lucy Helen",Woman,White,"Ward, Tilly Sanders",Woman,White,NA,NA,NA,NA,NA,NA,"Mason-Power, Alice Sarah",Woman,White,51.73,85.91,0,72.15,0,47.09,NA,NA,NA,NA,0,13.6,0,1.06
182,E14000663,Derby South,-14.86,1,-1,England,East Midlands,Borough,Labour,27.38608525,49.01273885,4.206271436,NA,NA,15.53405194,2.95933366,0.901518863,21.6266536,58.11503417,11179,20007,1717,NA,NA,6341,1208,NA,40820,166,70240,NA,-1.093914748,5.672738854,-16.26372856,NA,NA,11.11405194,2.95933366,Labour,28.48,43.34,20.47,NA,NA,4.42,0,NA,14.9,58,11729,17851,8430,NA,NA,1357,NA,NA,41188,70999,"Williams, Evonne",Woman,White,"Beckett, Margaret Mary",Woman,White,"Naitta, Joe",Man,BME,"Webb, Victor Charles",Man,White,NA,NA,NA,NA,NA,NA,"Foster, David Leonard",Man,White,1.63,0,0,66.78,0,12.43,NA,NA,NA,NA,0,13.82,0,1.03
