pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_17,con_17,lab_17,ld_17,snp_17,pc_17,ukip_17,green_17,other_17,majority_17,turnout_17,con_vote_17,lab_vote_17,ld_vote_17,snp_vote_17,pc_vote_17,ukip_vote_17,green_vote_17,total_vote_17,rejected_vote_17,electorate_17,seat_change_1517,con_1517,lab_1517,ld_1517,snp_1517,pc_1517,ukip_1517,green_1517,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,leave_hanretty,remain_hanretty,con_ppc_17,con_ppc_sex_17,lab_ppc_17,lab_ppc_sex_17,ld_ppc_17,ld_ppc_sex_17,snp_ppc_17,snp_ppc_sex_17,pc_ppc_17,pc_ppc_sex_17,ukip_ppc_17,ukip_ppc_sex_17,green_ppc_17,green_ppc_sex_17,con_ppc_15,con_ppc_sex_15,con_ppc_race_15,lab_ppc_15,lab_ppc_sex_15,lab_ppc_race_15,ld_ppc_15,ld_ppc_sex_15,ld_ppc_race_15,snp_ppc_15,snp_ppc_sex_15,snp_ppc_race_15,pc_ppc_15,pc_ppc_sex_15,pc_ppc_race_15,ukip_ppc_15,ukip_ppc_sex_15,ukip_ppc_race_15,green_ppc_15,green_ppc_sex_15,green_ppc_race_15
138,E14000627,Cheadle,12.15368679,1,1,England,North West,Borough,Conservative,44.58513523,19.08854358,36.32632119,NA,NA,NA,NA,NA,8.258814044,74.34269678,24331,10417,19824,NA,NA,NA,NA,54572,117,73406,NA,1.475614564,2.753672119,5.370487308,NA,NA,-8.330351257,NA,Conservative,43.10952067,16.33487146,30.95583388,NA,NA,8.330351257,0,1.269422733,12.15368679,72.49552834,22889,8673,16436,NA,NA,4423,NA,NA,53095,169,73239,Conservative gain from Liberal Democrat,2.26952067,6.964871457,-16.11416612,NA,NA,5.610351257,NA,Liberal Democrat,40.84,9.37,47.07,NA,NA,2.72,NA,NA,6.2,72.5,21445,4920,24717,NA,NA,1430,NA,NA,52512,71635,42.65303264,57.34696736,"Robinson, Mary",Woman,"Miller, Martin",Man,"Hunter, Mark",Man,NA,NA,NA,NA,NA,NA,NA,NA,"Robinson, Mary Josephine",Woman,White,"Miller, Martin",Man,White,"Hunter, Mark James",Man,White,NA,NA,NA,NA,NA,NA,"Hopkins, Shaun Vincent",Man,White,NA,NA,NA
139,E14000628,Chelmsford,33.91121764,0,0,England,East of England,Borough,Conservative,53.68448822,29.81533591,12.16320788,NA,NA,2.8930707,1.443897292,NA,23.8691523,70.16980946,30525,16953,6916,NA,NA,1645,821,56860,103,81032,NA,2.154302588,12.19636793,0.282203735,NA,NA,-11.32548478,-2.07172045,Conservative,51.53018563,17.61896798,11.88100414,NA,NA,14.21855548,3.515617742,1.235669027,33.91121764,68.48689234,27732,9482,6394,NA,NA,7652,1892,NA,53817,190,78580,NA,5.360185629,6.668967984,-24.92899586,NA,NA,11.41855548,2.645617742,Conservative,46.17,10.95,36.81,NA,NA,2.8,0.87,1.65,9.4,70.4,25207,5980,20097,NA,NA,1527,476,899,54593,77525,50.68320063,49.31679937,"Ford, Vicky",Woman,"Vince, Chris",Man,"Robinson, Stephen",Man,NA,NA,NA,NA,"Carter, Nigel",Man,"Hossain, Reza",Man,"Burns, Simon",Man,White,"Vince, Chris",Man,White,"Robinson, Stephen",Man,White,NA,NA,NA,NA,NA,NA,"Gough, Mark Robert Edward",Man,White,"Thomson, Angela Joane",Woman,White
140,E14000629,Chelsea and Fulham,39.82996072,1,1,England,London,Borough,Conservative,52.64669578,33.21069123,10.98319408,NA,NA,1.243828333,1.915590581,NA,19.43600456,66.10595029,22179,13991,4627,NA,NA,524,807,42128,126,63728,NA,-10.30264047,10.0913157,5.785063513,NA,NA,-3.825032603,-1.748706142,Conservative,62.94933625,23.11937553,5.198130562,NA,NA,5.068860936,3.664296724,NA,39.82996072,63.36998645,25322,9300,2091,NA,NA,2039,1474,NA,40226,133,63478,NA,2.49933625,4.629375528,-11.04186944,NA,NA,3.868860936,1.984296724,Conservative,60.45,18.49,16.24,NA,NA,1.2,1.68,0.97,42,60.1,24093,7371,6473,NA,NA,478,671,388,39856,66257,29.09905564,70.90094436,"Hands, Greg",Man,"De'Ath, Alan",Man,"Rowntree, Louise",Woman,NA,NA,NA,NA,"Seton-Marsden, Alasdair",Man,"Cashmore, Bill",Man,"Hands, Greg",Man,White,"Sanderson, Alexandra",Woman,White,"Bailey, Simon",Man,White,NA,NA,NA,NA,NA,NA,"Noble, Adrian John",Man,White,"Rubin, Guy",Man,White
141,E14000630,Cheltenham,12.12617475,1,1,England,South West,Borough,Conservative,46.68315442,9.485722304,42.17708553,NA,NA,NA,1.654037746,NA,4.506068898,72.27870889,26615,5408,24046,NA,NA,NA,943,57012,107,78878,NA,0.549349641,2.224160938,8.16945549,NA,NA,-7.086628827,-3.350149469,Conservative,46.13380478,7.261561366,34.00763004,NA,NA,7.086628827,5.004187215,0.506187773,12.12617475,69.5265698,24790,3902,18274,NA,NA,3808,2689,NA,53735,104,77287,Conservative gain from Liberal Democrat,4.953804783,2.141561366,-16.49236996,NA,NA,4.826628827,5.004187215,Liberal Democrat,41.18,5.12,50.5,NA,NA,2.26,NA,NA,9.3,66.8,21739,2703,26659,NA,NA,1192,NA,NA,52786,78999,42.89897606,57.10102394,"Chalk, Alex",Man,"White, Keith",Man,"Horwood, Martin",Man,NA,NA,NA,NA,NA,NA,"Van Coevorden, Adam",Man,"Chalk, Alex",Man,White,"Gilbert, Paul Anthony",Man,White,"Horwood, Martin Charles",Man,White,NA,NA,NA,NA,NA,NA,"Simmonds, Christina Mary",Woman,White,"Van Coevorden, Adam Paul",Man,White
142,E14000631,Chesham and Amersham,45.36317087,1,1,England,South East,County,Conservative,60.65662781,20.58568016,12.99319482,NA,NA,2.760081083,3.00441613,NA,40.07094766,77.1094426,33514,11374,7179,NA,NA,1525,1660,55252,136,71654,NA,1.60485463,7.85668338,3.964179076,NA,NA,-10.92852123,-2.497195856,Conservative,59.05177318,12.72899678,9.029015741,NA,NA,13.68860231,5.501611986,NA,45.36317087,72.68391525,31138,6712,4761,NA,NA,7218,2901,NA,52730,249,72547,NA,-1.318226816,7.118996776,-19.47098426,NA,NA,9.628602314,4.041611986,Conservative,60.37,5.61,28.5,NA,NA,4.06,1.46,NA,31.9,74.6,31658,2942,14948,NA,NA,2129,767,NA,52444,70333,44.98498396,55.01501604,"Gillan, Cheryl",Woman,"Dluzewska, Nina",Woman,"Jones, Peter",Man,NA,NA,NA,NA,"Meacock, David",Man,"Booth, Alan",Man,"Gillan, Cheryl",Woman,White,"Davies, Benjamin Thomas",Man,White,"Johnson, Kirsten Renee",Woman,White,NA,NA,NA,NA,NA,NA,"Stevens, Alan",Man,White,"Walker, Gill",Woman,White
143,E14000640,City of Chester,-0.18177909,1,-1,England,North West,County,Labour,40.49378777,56.75723578,2.748976445,NA,NA,NA,NA,1.42109E-14,16.26344801,77.43861431,22847,32023,1551,NA,NA,NA,NA,56421,144,72859,NA,-2.556582625,13.52508629,-2.860765351,NA,NA,-8.107738316,NA,Labour,43.0503704,43.23214949,5.609741796,NA,NA,8.107738316,0,NA,0.18177909,68.68631268,22025,22118,2870,NA,NA,4148,NA,NA,51161,228,74485,Labour gain from Conservative,2.450370399,8.152149489,-13.4802582,NA,NA,5.487738316,NA,Conservative,40.6,35.08,19.09,NA,NA,2.62,1.14,NA,5.5,67.9,18995,16412,8930,NA,NA,1225,535,NA,46790,68551,42.27570868,57.72429132,"Gallagher, Will",Man,"Matheson, Christian",Man,"Jewkes, Lizzie",Woman,NA,NA,NA,NA,NA,NA,NA,NA,"Mosley, Stephen James",Man,White,"Matheson, Chris",Man,White,"Thompson, Robert",Man,White,NA,NA,NA,NA,NA,NA,"Ingram, Stephen Leslie",Man,White,NA,NA,NA
144,E14000632,Chesterfield,-29.84177146,1,-1,England,East Midlands,Borough,Labour,34.76328583,54.80418136,5.44995514,NA,NA,3.361362071,1.621215599,1.42109E-14,20.04089553,66.50154713,16661,26266,2612,NA,NA,1611,777,47927,74,72069,NA,16.69977496,6.898899028,-8.378034414,NA,NA,-13.14839279,-1.345843896,Labour,18.06351087,47.90528233,13.82798955,NA,NA,16.50975487,2.967059495,0.726402879,29.84177146,63.61884817,8231,21829,6301,NA,NA,7523,1352,NA,45567,179,71625,NA,2.323510874,8.875282332,-24.00201045,NA,NA,13.38975487,1.657059495,Labour,15.74,39.03,37.83,NA,NA,3.12,1.31,NA,1.2,63.8,7214,17891,17342,NA,NA,1432,600,NA,45839,71878,59.2932532,40.7067468,"Pitfield, Spencer",Man,"Perkins, Toby",Man,"Snowdon, Tom",Man,NA,NA,NA,NA,"Bent, Stuart",Man,"Wadsworth, David",Man,"Vivis, Mark Richard Agner",Man,White,"Perkins, Toby",Man,White,"Cambridge, Julia Dawn",Woman,White,NA,NA,NA,NA,NA,NA,"Yeowart, Stuart David",Man,White,"Genn, Matthew James",Man,White
145,E14000633,Chichester,42.72563398,0,0,England,South East,County,Conservative,60.13551854,22.38225575,11.26372709,NA,NA,2.753763477,3.324543543,0.140191595,37.75326279,70.49922933,36032,13411,6749,NA,NA,1650,1992,59918,129,84991,NA,2.463875706,10.24868673,2.749402377,NA,NA,-12.19224538,-3.224398511,Conservative,57.67164284,12.13356902,8.514324717,NA,NA,14.94600886,6.548942054,0.185512522,42.72563398,68.51527651,32953,6933,4865,NA,NA,8540,3742,NA,57139,198,83396,NA,2.331642836,1.683569016,-18.86567528,NA,NA,8.126008856,6.548942054,Conservative,55.34,10.45,27.38,NA,NA,6.82,NA,NA,28,69.7,31427,5937,15550,NA,NA,3873,NA,NA,56787,81576,50.73277069,49.26722931,"Keegan, Gillian",Woman,"Farwell, Mark",Man,"Brown, Jonathan",Man,NA,NA,NA,NA,"Moncreiff, Andrew",Man,"Barrie, Heather",Woman,"Tyrie, Andrew Guy",Man,White,"Farwell, Mark",Man,White,"Smith, Andrew Robert Homan",Man,White,NA,NA,NA,NA,NA,NA,"Moncrieff, Andrew Malcolm",Man,White,"Richmond, Jasper",Man,White
146,E14000634,Chingford and Woodford Green,19.14437038,1,1,England,London,Borough,Conservative,49.13864696,43.94710504,4.350418432,NA,NA,NA,2.563829561,1.42109E-14,5.191541918,71.19833834,23076,20638,2043,NA,NA,NA,1204,46961,170,65958,NA,1.200102537,15.152931,-1.128533262,NA,NA,-12.88466807,-1.668660623,Conservative,47.93854443,28.79417405,5.478951694,NA,NA,12.88466807,4.232490184,0.671171583,19.14437038,65.69286143,20999,12613,2400,NA,NA,5644,1854,NA,43804,129,66680,NA,-4.821455575,6.104174048,-11.32104831,NA,NA,10.25466807,2.722490184,Conservative,52.76,22.69,16.8,NA,NA,2.63,1.51,2.99,30.1,66.5,22743,9780,7242,NA,NA,1133,650,1288,43106,64831,49.88047103,50.11952897,"Duncan Smith, Iain",Man,"Mahmood, Bilal",Man,"Unger, Deborah",Woman,NA,NA,NA,NA,NA,NA,"King, Sinead",Woman,"Duncan Smith, Iain",Man,White,"Mahmood, Bilal",Man,BME,"Crook, Anne Marjorie",Woman,White,NA,NA,NA,NA,NA,NA,"Vachha, Freddy",Man,BME,"Tully, Rebecca Siobhan",Woman,White
147,E14000635,Chippenham,18.18542783,1,1,England,South West,County,Conservative,54.719986,19.6639832,25.6160308,NA,NA,NA,NA,-1.42109E-14,29.1039552,74.75926314,31267,11236,14637,NA,NA,NA,NA,57140,210,76432,NA,7.155598828,11.43217133,-3.762928536,NA,NA,-10.6195968,-4.205244825,Conservative,47.56438717,8.231811865,29.37895934,NA,NA,10.6195968,4.205244825,NA,18.18542783,74.65439651,26354,4561,16278,NA,NA,5884,2330,NA,55407,100,74218,Conservative gain from Liberal Democrat,6.524387171,1.321811865,-16.38104066,NA,NA,7.219596802,3.355244825,Liberal Democrat,41.04,6.91,45.76,NA,NA,3.4,0.85,1.22,4.7,72.7,21500,3620,23970,NA,NA,1783,446,641,52385,72106,51.58581819,48.41418181,"Donelan, Michelle",Woman,"Newman, Andrew",Man,"Belcher, Helen",Woman,NA,NA,NA,NA,NA,NA,NA,NA,"Donelan, Michelle",Woman,White,"Newman, Andy",Man,White,"Hames, Duncan James",Man,White,NA,NA,NA,NA,NA,NA,"Reid, Julia",Woman,White,"Johnston, Tina Marie",Woman,White
148,E14000636,Chipping Barnet,14.44174071,1,1,England,London,Borough,Conservative,46.33274994,45.69583025,5.434566877,NA,NA,NA,2.536852931,NA,0.63691969,71.77471574,25679,25326,3012,NA,NA,NA,1406,55423,204,77218,NA,-2.257218557,11.54760246,0.943215699,NA,NA,-7.830154868,-2.180857819,Conservative,48.5899685,34.14822779,4.491351178,NA,NA,7.830154868,4.71771075,0.222586913,14.44174071,68.13397252,25759,18103,2381,NA,NA,4151,2501,NA,53013,139,77807,NA,-0.220031502,8.908227793,-15.66864882,NA,NA,4.980154868,2.69771075,Conservative,48.81,25.24,20.16,NA,NA,2.85,2.02,NA,23.6,65,24700,12773,10202,NA,NA,1442,1021,NA,50608,75120,41.07457795,58.92542205,"Villiers, Theresa",Woman,"Whysall, Emma",Woman,"Ray, Marisha",Woman,NA,NA,NA,NA,NA,NA,"Fletcher, Phil",Man,"Villiers, Theresa",Woman,White,"Trevethan, Amy",Woman,White,"Ray, Marisha",Woman,BME,NA,NA,NA,NA,NA,NA,"Kaye, Victor",Man,White,"Poppy, A M",Woman,White
150,E14000638,Christchurch,36.66284427,1,1,England,South West,County,Conservative,69.57775408,19.86609788,7.939329304,NA,NA,NA,2.616818738,NA,49.7116562,72.01638482,35230,10059,4020,NA,NA,NA,1325,50634,161,70309,NA,11.46320281,10.32015868,1.374861523,NA,NA,-21.451707,-1.706516003,Conservative,58.11455127,9.545939204,6.564467781,NA,NA,21.451707,4.323334742,NA,36.66284427,71.72416778,28887,4745,3263,NA,NA,10663,2149,NA,49707,233,69303,NA,1.67455127,-0.264060796,-18.68553222,NA,NA,12.951707,4.323334742,Conservative,56.44,9.81,25.25,NA,NA,8.5,NA,NA,31.2,71.8,27888,4849,12478,NA,NA,4201,NA,NA,49416,68859,59.9639612,40.0360388,"Chope, Christopher",Man,"Canavan, Patrick",Man,"Cox, Michael",Man,NA,NA,NA,NA,NA,NA,"Rigby, Chris",Man,"Chope, Christopher Robert",Man,White,"Satherley, Andrew William",Man,White,"Canning, Andy",Man,White,NA,NA,NA,NA,NA,NA,"Grey, Robin Francis",Man,White,"Dunn, Shona Margaret",Woman,White
151,E14000639,Cities of London and Westminster,26.72654415,1,1,England,London,Borough,Conservative,46.57991411,38.43586692,11.0467222,NA,NA,1.102085166,2.123971646,0.711439954,8.144047188,62.81832513,18005,14857,4270,NA,NA,426,821,38654,133,61533,NA,-7.50326953,11.07922743,4.079746936,NA,NA,-4.132127906,-3.273292414,Conservative,54.08318364,27.35663949,6.966975266,NA,NA,5.234213072,5.39726406,0.961724471,26.72654415,59.32745278,19570,9899,2521,NA,NA,1894,1953,NA,36185,167,60992,NA,1.92318364,5.186639492,-13.54302473,NA,NA,3.434213072,3.28726406,Conservative,52.16,22.17,20.51,NA,NA,1.8,2.11,NA,30,55.5,19264,8188,7574,NA,NA,664,778,NA,36931,66789,28.05367285,71.94632715,"Field, Mark",Man,"Dogus, Ibrahim",Man,"Fox, Bridget",Woman,NA,NA,NA,NA,"Bhatti, Anil",Man,"McNally, Lawrence",Man,"Field, Mark Christopher",Man,White,"Slingsby, Nick",Man,White,"Brooks-Gordon, Belinda Margaret",Woman,White,NA,NA,NA,NA,NA,NA,"Stephenson, Robert",Man,White,"Small, Hugh",Man,White
152,E14000642,Clacton,-7.774786798,0,0,England,East of England,County,Conservative,61.23230264,25.37773247,2.009287575,NA,NA,7.604485219,1.628723525,2.147468569,35.85457017,64.38322201,27031,11203,887,NA,NA,3357,719,44145,73,68566,Conservative gain from UKIP,24.57521213,10.98182232,0.172474401,NA,NA,-36.82739209,-1.04958534,UKIP,36.65709051,14.39591015,1.836813174,NA,NA,44.4318773,2.678308865,NA,7.774786798,64.12759661,16205,6364,812,NA,NA,19642,1184,NA,44207,168,68936,UKIP gain from Conservative,-16.37290949,-10.64408985,-11.09318683,NA,NA,44.4318773,1.438308865,Conservative,53.03,25.04,12.93,NA,NA,NA,1.24,4.58,28,64.2,22867,10799,5577,NA,NA,NA,535,1975,43123,67194,73.0439705,26.9560295,"Watling, Giles",Man,"Osben, Tasha",Woman,"Grace, David",Man,NA,NA,NA,NA,"Oakley, Paul",Man,"Southall, Chris",Man,"Watling, Giles Francis",Man,White,"Young, Tim",Man,White,"Grace, David Ouberton",Man,White,NA,NA,NA,NA,NA,NA,"Carswell, John Douglas Wilson",Man,White,"Southall, Chris",Man,White
153,E14000643,Cleethorpes,17.50537825,1,1,England,Yorkshire and The Humber,County,Conservative,57.1043391,35.36702617,2.32004013,NA,NA,4.226235265,0.982359335,NA,21.73731293,65.8002228,27321,16921,1110,NA,NA,2022,470,47844,79,72711,NA,10.47212282,6.240188137,-0.665166905,NA,NA,-14.30600098,-1.264308367,Conservative,46.63221628,29.12683803,2.985207035,NA,NA,18.53223624,2.246667702,0.476834705,17.50537825,63.49847904,21026,13133,1346,NA,NA,8356,1013,NA,45089,132,71008,NA,4.512216283,-3.433161969,-15.23479297,NA,NA,11.43223624,2.246667702,Conservative,42.12,32.56,18.22,NA,NA,7.1,NA,NA,9.6,64,18939,14641,8192,NA,NA,3194,NA,NA,44966,70273,69.50382101,30.49617899,"Vickers, Martin",Man,"Keith, Peter",Man,"Horobin, Roy",Man,NA,NA,NA,NA,"Blake, Tony",Man,"Emmerson, Loyd",Man,"Vickers, Martin John",Man,White,"Keith, Peter John",Man,White,"Horobin, Roy",Man,White,NA,NA,NA,NA,NA,NA,"Harness, Stephen",Man,White,"Thornton, Carol Ann",Woman,White
157,E14000644,Colchester,11.47284588,1,1,England,East of England,Borough,Conservative,45.87729947,35.27500233,16.97077225,NA,NA,NA,1.546362872,0.330563078,10.60229713,66.93459673,24565,18888,9087,NA,NA,NA,828,53545,112,79996,NA,6.94370821,19.11629635,-10.48997313,NA,NA,-12.07992921,-3.596353157,Conservative,38.93359126,16.15870599,27.46074537,NA,NA,12.07992921,5.142716029,0.224312144,11.47284588,65.4856881,18919,7852,13344,NA,NA,5870,2499,NA,48593,117,74204,Conservative gain from Liberal Democrat,6.053591258,3.848705986,-20.54925463,NA,NA,9.149929208,3.642716029,Liberal Democrat,32.88,12.31,48.01,NA,NA,2.93,1.5,1.53,15.1,62.3,15169,5680,22151,NA,NA,1350,694,705,46139,74063,51.51448181,48.48551819,"Quince, Will",Man,"Young, Tim",Man,"Russell, Bob",Man,NA,NA,NA,NA,NA,NA,"Goacher, Mark",Man,"Quince, Will",Man,White,"Newell, Jordan Alexander",Man,White,"Russell, Bob (Sir)",Man,White,NA,NA,NA,NA,NA,NA,"Pitts, John",Man,White,"Goacher, Mark George",Man,White
158,E14000645,Colne Valley,9.468309859,1,1,England,Yorkshire and The Humber,County,Labour,46.1817279,47.69612711,4.127772261,NA,NA,NA,1.47633234,0.518040384,1.514399206,71.59870596,27903,28818,2494,NA,NA,NA,892,60420,158,84387,Labour gain from Conservative,1.734544806,12.71725387,-1.870467176,NA,NA,-10.09507042,-1.902188786,Conservative,44.4471831,34.97887324,5.998239437,NA,NA,10.09507042,3.378521127,1.102112676,9.468309859,68.835135,25246,19868,3407,NA,NA,5734,1919,NA,56800,153,82516,NA,7.487183099,8.598873239,-22.22176056,NA,NA,7.995070423,1.808521127,Conservative,36.96,26.38,28.22,NA,NA,2.1,1.57,3.42,8.8,69.1,20440,14589,15603,NA,NA,1163,867,1893,55296,80060,50.05534919,49.94465081,"McCartney, Jason",Man,"Walker, Thelma",Woman,"Burke, Cahal",Man,NA,NA,NA,NA,NA,NA,"King, Sonia",Woman,"McCartney, Jason Alexander",Man,White,"East, Jane",Woman,White,"Burke, Cahal",Man,White,NA,NA,NA,NA,NA,NA,"Roberts, Melanie",Woman,White,"Ball, Chas",Man,White
159,E14000646,Congleton,32.9037194,1,1,England,North West,County,Conservative,56.60578684,34.16442887,5.160854333,NA,NA,2.292329854,1.776600096,NA,22.44135797,73.31864292,31830,19211,2902,NA,NA,1289,999,56231,98,76694,NA,3.317965124,13.78032655,-3.908119302,NA,NA,-11.28660925,-1.903563118,Conservative,53.28782172,20.38410232,9.068973635,NA,NA,13.57893911,3.680163214,NA,32.9037194,70.30881481,27164,10391,4623,NA,NA,6922,1876,NA,50976,166,72503,NA,7.49782172,3.154102323,-22.81102637,NA,NA,9.348939109,3.680163214,Conservative,45.79,17.23,31.88,NA,NA,4.23,NA,NA,13.9,68.9,23250,8747,16187,NA,NA,2147,NA,NA,50780,73692,52.61269112,47.38730888,"Bruce, Fiona",Woman,"Corcoran, Sam",Man,"Hirst, Peter",Man,NA,NA,NA,NA,"Davies, Mark",Man,"Heath, Alexander",Man,"Bruce, Fiona Claire",Woman,White,"Price, Darren Anthony",Man,White,"Hirst, Peter John",Man,White,NA,NA,NA,NA,NA,NA,"Slaughter, Lee William",Man,White,"Heath, Alec",Man,White
160,E14000647,Copeland,-6.469682824,1,-1,England,North West,County,Conservative,49.06469122,45.11612738,3.27066881,NA,NA,2.548512591,NA,NA,3.948563841,69.51628314,21062,19367,1404,NA,NA,1094,NA,42927,85,61751,Conservative gain from Labour,13.2694804,2.851233735,-0.181174444,NA,NA,-12.96459583,-2.974943857,Labour,35.79521082,42.26489364,3.451843254,NA,NA,15.51310843,2.974943857,NA,6.469682824,63.83139788,14186,16750,1368,NA,NA,6148,1179,NA,39631,151,62087,NA,-1.28478918,-3.775106356,-6.748156746,NA,NA,13.19310843,2.064943857,Labour,37.08,46.04,10.2,NA,NA,2.32,0.91,3.44,9,67.6,15866,19699,4365,NA,NA,994,389,1474,42787,63287,59.19658372,40.80341628,"Harrison, Trudy",Woman,"Troughton, Gillian",Woman,"Hanson, Rebecca",Woman,NA,NA,NA,NA,"Crossman, Herbert",Man,NA,NA,"Haraldsen, Stephen",Man,White,"Reed, Jamie",Man,White,"Gallagher, Danny",Man,White,NA,NA,NA,NA,NA,NA,"Pye, Michael",Man,White,"Todd, Allan Franciscus",Man,White
161,E14000648,Corby,4.293801403,1,1,England,East Midlands,County,Conservative,49.22579462,44.74223711,2.575128756,NA,NA,2.491791256,0.965048252,1.42109E-14,4.483557511,72.26812816,29534,26844,1545,NA,NA,1495,579,59997,94,83020,NA,6.460458346,6.270702238,-0.020378062,NA,NA,-11.22985933,-1.480923193,Conservative,42.76533628,38.47153487,2.595506818,NA,NA,13.72165059,2.445971446,NA,4.293801403,70.41554372,24023,21611,1458,NA,NA,7708,1374,NA,56174,132,79775,NA,0.565336277,-0.228465126,-11.84449318,NA,NA,13.72165059,2.445971446,Conservative,42.2,38.7,14.44,NA,NA,NA,NA,4.66,3.5,69.3,22886,20991,7834,NA,NA,NA,NA,2525,54236,78024,60.14688934,39.85311066,"Pursglove, Tom",Man,"Miller, Beth",Woman,"Stanbra, Chris",Man,NA,NA,NA,NA,"Watts, Sam",Man,"Scrutton, Steven",Man,"Pursglove, Thomas",Man,White,"Sawford, Andy",Man,White,"Harris, Peter Andrew",Man,White,NA,NA,NA,NA,NA,NA,"Parker, Margot",Woman,White,"Hornett, Jonathan",Man,White
162,E14000837,North Cornwall,13.72370194,1,1,England,South West,County,Conservative,50.71254711,12.07404209,36.57938128,NA,NA,NA,NA,0.634029523,14.13316583,73.99918657,25835,6151,18635,NA,NA,NA,NA,50944,103,68844,NA,5.756593126,6.64135476,5.347129235,NA,NA,-12.68732511,-4.276090787,Conservative,44.95595398,5.432687325,31.23225205,NA,NA,12.68732511,4.276090787,1.415690745,13.72370194,71.80170258,21689,2621,15068,NA,NA,6121,2063,NA,48245,45,67192,Conservative gain from Liberal Democrat,3.265953985,1.222687325,-16.82774795,NA,NA,7.777325111,4.276090787,Liberal Democrat,41.69,4.21,48.06,NA,NA,4.91,NA,NA,6.4,68.2,19531,1971,22512,NA,NA,2300,NA,NA,46844,68719,60.19250026,39.80749974,"Mann, Scott",Man,"Bassett, Joy",Woman,"Rogerson, Daniel",Man,NA,NA,NA,NA,NA,NA,NA,NA,"Mann, Scott Leslie",Man,White,"Whitby, John",Man,White,"Rogerson, Dan",Man,White,NA,NA,NA,NA,NA,NA,"Lingard, Julie Christine",Woman,White,"Pennington, Amanda Alice",Woman,White
163,E14000938,South East Cornwall,33.65479821,1,1,England,South West,County,Conservative,55.41297159,22.64016233,19.43859913,NA,NA,NA,2.508266947,NA,32.77280926,74.04563161,29493,12050,10346,NA,NA,NA,1335,53224,133,71880,NA,4.884237781,13.34870525,2.564663527,NA,NA,-15.24416809,-2.874124435,Conservative,50.52873381,9.291457087,16.8739356,NA,NA,15.24416809,5.382391382,2.679314032,33.65479821,71.05289077,25516,4692,8521,NA,NA,7698,2718,NA,50498,78,71071,NA,5.398733811,2.221457087,-21.7660644,NA,NA,9.034168086,3.722391382,Conservative,45.13,7.07,38.64,NA,NA,6.21,1.66,NA,6.5,68.7,22390,3507,19170,NA,NA,3083,826,NA,49617,72240,55.09870579,44.90129421,"Murray, Sheryll",Woman,"Derrick, Gareth",Man,"Hutty, Phil",Man,NA,NA,NA,NA,NA,NA,"Corney, Martin",Man,"Murray, Sheryll",Woman,White,"Lloyd, Declan John",Man,White,"Hutty, Phil",Man,White,NA,NA,NA,NA,NA,NA,"Monk, Bradley",Man,White,"Corney, Martin Charles Stewart",Man,White
164,E14000991,The Cotswolds,37.90036529,1,1,England,South West,County,Conservative,60.63615959,17.92569763,16.32776121,NA,NA,2.004957958,2.926200127,0.179223477,42.71046196,74.21099081,36201,10702,9748,NA,NA,1197,1747,59702,127,80449,NA,4.086492238,8.678693202,-2.321540849,NA,NA,-8.914977807,-1.70789026,Conservative,56.54966735,9.247004429,18.64930206,NA,NA,10.91993577,4.634090388,NA,37.90036529,72.38089156,32045,5240,10568,NA,NA,6188,2626,NA,56667,197,78290,NA,3.519667355,-1.482995571,-10.91069794,NA,NA,6.739935765,2.924090388,Conservative,53.03,10.73,29.56,NA,NA,4.18,1.71,NA,23.5,71.5,29075,5886,16211,NA,NA,2292,940,NA,54832,76729,47.9241838,52.0758162,"Clifton-Brown, Geoffrey",Man,"Huband, Mark",Man,"Gant, Andrew",Man,NA,NA,NA,NA,"Harlow, Chris",Man,"Poole, Sabrina",Woman,"Clifton-Brown, Geoffrey Robert",Man,White,"Kang, Manjinder Singh",Man,BME,"Hodgkinson, Paul Richard",Man,White,NA,NA,NA,NA,NA,NA,"Harlow, Chris",Man,White,"Burgess, Penny",Woman,White
